Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2017-12-26,45.9,46.39,45.77,45.87,45.95,3631793,11123.41
2017-12-27,46.18,46.89,46.18,45.77,46.81,2154759,6585.37
2017-12-28,46.81,47.29,46.17,46.18,47.19,4416130,13560.72
2017-12-29,47.29,48.5,47.11,46.17,48.19,3278437,10171.94
2018-01-02,48.15,48.59,47.7,47.11,48.03,3653286,11183.31
2018-01-03,47.91,48,47.38,47.7,47.59,3408593,10502.65
2018-01-04,47.6,48.21,47.49,47.38,47.61,3742677,11717.46
2018-01-05,47.7,48.17,47.55,47.49,48.09,4683847,14922.72
2018-01-08,48.1,48.5,47.98,47.55,48.32,4519030,14701.51
2018-01-09,48.2,48.21,46.21,47.98,46.67,14484043,46643.39
2018-01-10,46.38,46.88,45.04,46.21,45.14,3481728,10911.99
2018-01-11,45.3,45.3,44.7,45.04,45.1,2517494,7944.49
2018-01-12,45.03,46.03,44.94,44.7,45.68,2411068,7628.8
2018-01-15,45.9,46.1,45.42,44.94,45.83,2171903,6855.32
2018-01-16,45.72,46.97,45.72,45.42,46.9,1896601,5938.16
2018-01-17,46.53,47.79,46.4,45.72,47.47,2703849,8380.41
2018-01-18,47.35,47.69,46.7,46.4,47.41,2073353,6469.92
2018-01-19,47.25,47.54,47,46.7,47.29,2014415,6252.42
2018-01-22,47.39,48.1,47.15,47,48.02,1602814,5040.75
2018-01-23,48,48,46.91,47.15,47.31,6874520,21586.26
2018-01-24,47.33,47.73,47.11,46.91,47.3,4620000,14164.22
2018-01-25,47.69,47.69,46,47.11,46.12,3315278,10164.51
2018-01-26,45.96,46.42,45.38,46,45.52,3956481,12073.55
2018-01-29,45.7,46.12,45.45,45.38,45.94,4703911,14271.47
2018-01-30,45.79,46,45.23,45.45,45.3,2280137,6845.56
2018-01-31,45.3,46.76,45.21,45.23,46.64,4692403,14149.92
2018-02-01,46.63,47.07,45.34,45.21,46.13,8383608,24973.97
2018-02-02,46.13,46.73,45.46,45.34,46.64,5912782,17013.97
2018-02-06,44.6,45.93,44.31,45.46,44.61,3036814,8735.39
2018-02-07,44.83,45.7,44.75,44.31,45.56,5575066,15810.93
2018-02-08,45.9,46.01,44.83,44.75,45.23,6799578,19574.91
2018-02-09,45.79,45.79,44.06,44.83,44.59,6874578,20150.22
2018-02-12,44.71,45.14,44.7,44.06,44.85,8045275,23729.27
2018-02-13,44.71,45.15,44.61,44.7,44.91,4297335,12354.21
2018-02-14,44.99,45.08,44.69,44.61,44.84,3820082,10662.6
2018-02-15,45.01,45.34,44.78,44.69,44.94,4358618,12100.11
2018-02-16,45,45.65,44.67,44.78,44.95,4876970,13694.44
2018-02-19,45.08,45.33,44.14,44.67,45.04,5784862,16212.97
2018-02-20,44.98,44.98,44.25,44.14,44.38,7150041,20637.33
2018-02-21,44.39,44.6,43.58,44.25,44.41,9944314,28436.36
2018-02-22,44.5,45.08,44.21,43.58,44.95,6464166,18367.29
2018-02-23,45.09,45.25,44.56,44.21,45.15,11258640,32227.87
2018-02-26,45.21,45.21,44.41,44.56,44.5,2208868,6106.05
2018-02-27,44.43,44.8,43.92,44.41,44.02,3855810,10704.91
2018-02-28,44.13,44.7,43.69,43.92,44,3371088,9240.31
2018-03-01,43.91,45.25,43.91,43.69,45.13,5015906,13645.79
2018-03-02,44.88,45.74,44.66,43.91,45.6,12063135,33327.37
2018-03-05,45.78,45.82,45.06,44.66,45.51,13458563,36047.39
2018-03-06,45.74,46.86,45.65,45.06,46.52,6857865,17611.63
2018-03-07,46.5,46.52,45.9,45.65,46.44,6292626,15781.35
2018-03-08,46.5,47,45.92,45.9,46.95,17805319,44321.86
2018-03-09,47,47.3,46.74,45.92,46.92,15847309,37901.49
2018-03-12,47.2,47.59,46.82,46.74,46.95,2923051,6914.92
2018-03-13,46.93,47.68,46.42,46.82,47.04,7726311,18509.13
2018-03-14,47.12,47.12,46.21,46.42,46.58,11299727,26521.93
2018-03-15,46.74,47.12,46.21,46.21,46.59,3299527,7424.32
2018-03-16,46.7,46.88,45.61,46.21,46.77,5306883,12105.05
2018-03-20,46.36,47,46.26,45.61,46.94,6994467,16298.62
2018-03-21,47,47.2,46.36,46.26,46.8,1920643,4331.7
2018-03-22,46.62,46.98,46.16,46.36,46.42,7866167,17834.16
2018-03-23,46.42,47,45.44,46.16,45.82,3608627,8238.83
2018-03-26,45.98,47.18,45.56,45.44,47.12,5175219,11696.96
2018-03-27,47.2,47.2,46.62,45.56,46.9,13953152,31569.51
2018-03-28,47.1,47.42,46,46.62,46.26,8891566,19257.33
2018-04-02,46.37,47.09,46.31,46,46.45,4964383,10341.97
2018-04-03,46.34,47.51,46.18,46.31,47.36,2640192,5437.31
2018-04-04,47.2,47.68,46.96,46.18,47.54,3568231,7402.2
2018-04-05,47.5,48.89,47.45,46.96,48.64,2952899,6030.3
2018-04-06,48.64,49.1,48.26,47.45,48.8,532661,1095.73
2018-04-09,49,49.7,48.41,48.26,49.48,4687271,9730.6
2018-04-10,49.5,49.8,49.12,48.41,49.42,3269191,6898.79
2018-04-11,49.12,49.99,49.12,49.12,49.7,2658347,5563.4
2018-04-12,49.78,50.41,49.5,49.12,50.13,3171251,6713.26
2018-04-13,50.4,50.6,50,49.5,50.52,3902627,8224.13
2018-04-16,50.64,50.99,50.06,50,50.44,6891689,14629.38
2018-04-17,50,50.57,49.68,50.06,50.15,2125747,4448.8
2018-04-18,50,50.48,49.79,49.68,49.89,1653094,3454.22
2018-04-19,49.89,49.99,49.39,49.79,49.69,2534607,5332.72
2018-04-20,49.57,50.27,49.53,49.39,49.8,2228532,4637.19
2018-04-23,49.68,50.29,48.67,49.53,49.41,1964885,4032.28
2018-04-24,49.13,49.99,48.78,48.67,49.59,1985873,4118.57
2018-04-25,49.08,50.37,49.08,48.78,50.23,3721338,7700.44
2018-04-26,50.01,52.2,49.64,49.08,51.98,4602566,9312.65
2018-04-27,51.86,52.49,51.5,49.64,52.22,3331256,6727.73
2018-04-30,52.08,52.95,51.81,51.5,51.97,5546594,11185.5
2018-05-02,51.75,52.5,51.7,51.81,52.17,4019965,7877.39
2018-05-03,52.12,52.19,51.29,51.7,51.7,3851873,7911.13
2018-05-04,51.5,51.92,51.1,51.29,51.67,2914695,6159.43
2018-05-07,51.55,52.5,51.01,51.1,51.14,2906933,6234.53
2018-05-08,50.69,50.86,50.1,51.01,50.45,9580786,20840.29
2018-05-09,50.46,50.59,48.6,50.1,49.52,2491966,5303.92
2018-05-10,49.51,50.49,49.51,48.6,50.07,2608124,5500.51
2018-05-11,50.07,50.2,49.8,49.51,50.07,2980684,6266.23
2018-05-14,50.13,50.46,49.43,49.8,49.5,4637092,9768.64
2018-05-15,49.41,49.92,49.16,49.43,49.26,4884083,10349.32
2018-05-16,49.26,49.74,49.11,49.16,49.39,3393087,7098.12
2018-05-17,49.45,49.45,48.65,49.11,48.92,6430260,13393.1
2018-05-18,48.8,52,48.15,48.65,49.67,5862028,12129.82
2018-05-21,49.67,49.89,48.81,48.15,48.91,14490021,29584.24
2018-05-22,48.8,49.49,48.76,48.81,49.27,3442385,6738.89
2018-05-23,49.03,50.7,48.91,48.76,50.36,4372250,8461.6
2018-05-24,50.65,50.65,49.31,48.91,50.39,3401210,6743.59
2018-05-25,50.97,50.97,49.72,49.31,50.49,7760949,15413.6
2018-05-28,49.8,50.36,49.53,49.72,49.73,7173447,14034.74
2018-05-29,49.75,51.32,49.52,49.53,51.08,5679382,10969.25
2018-05-30,51.15,51.35,49.8,49.52,49.98,3684762,7147.52
2018-05-31,49.92,50.68,49.66,49.8,50.06,4587179,8960.23
2018-06-01,49.96,51,49.76,49.66,49.99,7522673,14522.9
2018-06-04,50.13,50.5,49.52,49.76,49.93,7466196,14417.1
2018-06-05,49.75,50.24,49.26,49.52,49.4,15744338,31403.67
2018-06-06,49.42,49.67,48.75,49.26,49.26,10030010,19308.69
2018-06-07,49.5,50.19,49.1,48.75,50.06,10381703,20050.09
2018-06-08,49.94,50.29,49.63,49.1,50.23,29191015,55755.08
2018-06-11,50.35,50.39,49.75,49.63,49.95,9368807,16312.73
2018-06-12,50.18,51.49,49.95,49.75,50.56,6027593,9628.51
2018-06-13,50.37,50.8,49.88,49.95,50.03,2470478,3921.42
2018-06-14,49.89,50.94,49.89,49.88,50.67,1267995,2082.83
2018-06-15,50.62,51.72,49.99,49.89,51.57,2372930,3988.91
2018-06-18,52,52.34,51.21,49.99,51.96,2548868,4339.35
2018-06-19,51.83,52.64,51.51,51.21,52.5,2298689,3815.79
2018-06-20,52.66,53.49,51.43,51.51,51.6,2895078,4845.26
2018-06-21,51.31,52.85,51.31,51.43,52.42,2009220,3334.75
2018-06-22,52.29,53.01,51.52,51.31,52.88,2140964,3622.9
2018-06-25,53.08,53.38,52.46,51.52,52.86,1896521,3230.5
2018-06-26,53.16,53.36,51.96,52.46,52.37,2290563,3860.48
2018-06-27,52.09,52.5,51.86,51.96,52.27,2370296,4031.92
2018-06-28,52.28,52.54,52.13,51.86,52.39,3803339,6583.98
2018-06-29,52.45,52.9,52.06,52.13,52.36,2103806,3600.42
2018-07-02,52.46,52.5,51.36,52.06,51.56,2636591,4536.3
2018-07-03,51.7,52.6,51.36,51.36,51.51,4670938,8039.92
2018-07-04,51.29,51.88,51.26,51.36,51.74,2791324,4827.35
2018-07-05,51.94,53.33,51.45,51.26,53,4161102,7313.99
2018-07-06,52.89,53.82,52.89,51.45,53.41,3264325,5734.23
2018-07-09,53.53,53.95,53.02,52.89,53.68,4882663,8646
2018-07-10,53.68,55.39,53.57,53.02,55.14,2831387,4932.13
2018-07-11,55.09,55.2,52.72,53.57,53.11,5222043,9084.43
2018-07-12,53.4,54.25,52.95,52.72,53.49,10623109,18368.34
2018-07-13,53.39,53.79,52.91,52.95,53.18,12571250,21392.59
2018-07-16,53.11,54.02,52.37,52.91,52.53,4761386,7866.08
2018-07-17,52.54,53.99,52.48,52.37,53.92,6442241,10106.02
2018-07-18,53.78,55.42,53.65,52.48,54.91,4873097,7546.37
2018-07-19,54.48,55.19,54.11,53.65,54.98,5849123,9038.88
2018-07-20,54.85,56.8,53,54.11,55.76,3080845,4670.92
2018-07-23,55.63,56.8,55.18,53,55.73,8680232,13243.65
2018-07-24,55.86,56.94,55.7,55.18,56.79,1854572,2787.02
2018-07-25,56.99,57.6,56.26,55.7,57.48,2280933,3427.43
2018-07-26,57.2,57.2,53.8,56.26,54.09,2135161,3171.42
2018-07-27,54.27,54.44,53.85,53.8,54.2,1465569,2168.84
2018-07-30,54.29,54.53,53.87,53.85,54.18,1980476,3003.79
2018-07-31,54.02,54.58,54.02,53.87,54.43,2216575,3452.47
2018-08-01,54.58,54.97,54.2,54.02,54.78,2770731,4366.89
2018-08-02,54.51,54.84,54.31,54.2,54.47,1212404,1905.12
2018-08-03,54.74,55.13,53.45,54.31,53.6,1362450,2137.51
2018-08-06,53.98,54.25,53.36,53.45,54.03,1968954,3144.41
2018-08-07,54.2,54.2,53.19,53.36,53.32,3647423,5845.75
2018-08-08,53.32,53.36,52.5,53.19,52.63,4815053,7637.53
2018-08-09,52.74,52.81,51.64,52.5,51.78,3463217,5359.78
2018-08-10,51.77,51.97,50.8,51.64,50.93,1438107,2198.67
2018-08-13,50.98,52.22,50.51,50.8,52.05,1319642,2033.52
2018-08-14,52.27,52.94,51.81,50.51,52.73,1479812,2293.76
2018-08-15,52.42,52.7,51.81,51.81,52.41,1943703,3006.86
2018-08-16,52.59,53.43,52.15,51.81,53.27,1290705,1983
2018-08-17,53.37,53.64,52.61,52.15,53.31,1647207,2549.95
2018-08-20,53.1,53.25,52.7,52.61,52.76,3603942,5621.37
2018-08-21,52.63,53.68,52.63,52.7,53.4,2952069,4485.21
2018-08-22,53.43,54.97,53.11,52.63,54.68,3325237,4964.89
2018-08-23,54.69,55.12,54.4,53.11,54.96,1513053,2196.49
2018-08-24,54.7,55.04,54,54.4,54.08,977041,1425.46
2018-08-27,54.3,55.21,54.2,54,55.06,1417686,2068.14
2018-08-28,55.25,55.25,54.27,54.2,54.52,1842806,2641.78
2018-08-29,54.27,54.68,54.18,54.27,54.33,1755862,2511.75
2018-08-30,54.11,54.28,52.76,54.18,52.98,1355129,1972.13
2018-08-31,52.89,53.25,52.65,52.76,52.89,1098727,1636.02
2018-09-03,52.69,53.26,52.4,52.65,52.57,2744849,4157.98
2018-09-04,52.73,53.22,52.57,52.4,53.01,1233917,1847.07
2018-09-05,52.65,52.98,52.22,52.57,52.6,1161590,1779.67
2018-09-06,52.46,52.81,52.17,52.22,52.68,1306020,2013.41
2018-09-07,52.52,52.6,51.62,52.17,52.25,1012554,1558.96
2018-09-10,52.42,52.9,51.86,51.62,52.76,940916,1435.63
2018-09-11,52.4,53.55,52.32,51.86,53.26,589464,910.88
2018-09-12,53.13,53.33,52.36,52.32,52.67,1186929,1838.9
2018-09-13,52.88,54.78,52.56,52.36,54.53,939148,1444.34
2018-09-14,54.41,55.09,54.39,52.56,54.87,1239593,1897.26
2018-09-17,54.86,55.03,54.52,54.39,54.73,1349536,2073.09
2018-09-18,54.55,55,54.51,54.52,54.9,1653237,2581.07
2018-09-19,54.78,56.3,54.67,54.51,56.19,1523044,2385.92
2018-09-20,56,56.43,54.9,54.67,56,6827849,10835.58
2018-09-21,56,56.31,55.37,54.9,55.47,1132516,1736.48
2018-09-24,55.37,56.8,55.25,55.37,56.05,1388038,2122.54
2018-09-25,55.91,56.75,55.77,55.25,56.23,4161713,6433.14
2018-09-26,56.39,57,56.24,55.77,56.75,945527,1437.23
2018-09-27,56.54,57.25,56.41,56.24,57.16,1079887,1642.96
2018-09-28,57.17,57.25,56.63,56.41,57.03,1293698,1966.07
2018-10-01,57.03,58,56.16,56.63,56.28,1540540,2346.43
2018-10-02,55.9,56.62,54.66,56.16,54.72,1092317,1632.17
2018-10-03,54.82,55.61,54.56,54.66,55.5,1563947,2356.03
2018-10-04,55.37,55.64,54.31,54.56,54.71,830703,1242.12
2018-10-05,54.88,55.46,53.36,54.31,53.42,1272204,1929.81
2018-10-08,53.27,54.58,53.21,53.36,54.09,1907247,2899.6
2018-10-09,54.01,55.49,53.8,53.21,55.11,2064221,3146.21
2018-10-10,55,55.32,54.41,53.8,54.82,1857915,2800.01
2018-10-11,54.61,55.35,53.56,54.41,53.74,1444642,2202.25
2018-10-12,53.94,54.79,53.71,53.56,53.87,2295942,3509.67
2018-10-15,53.81,55.43,53.8,53.71,55.27,2011288,3079.38
2018-10-16,55.23,55.49,54.75,53.8,55.25,1788548,2722.96
2018-10-17,54.98,56.98,54.8,54.75,56.82,1193137,1803.31
2018-10-18,56.32,56.88,55.08,54.8,55.29,3022795,4557.84
2018-10-19,55.39,57.24,55.39,55.08,56.97,2092924,3168.41
2018-10-22,57.03,57.97,56.71,55.39,57.86,2740120,4110.55
2018-10-23,57.72,57.72,56.16,56.71,56.74,2933289,4381.41
2018-10-24,56.82,57,55.86,56.16,56.62,3485991,5286.28
2018-10-25,56.84,57.54,56.48,55.86,57.45,6422298,9552.1
2018-10-26,57.12,57.35,56.24,56.48,56.33,2306755,3313.05
2018-10-29,56.47,56.75,52.29,56.24,52.73,2955856,4332.96
2018-10-30,53,53.24,52.01,52.29,52.35,2675495,3920.26
2018-10-31,52.76,52.93,51.51,52.01,51.88,1898811,2738.14
2018-11-01,52.05,52.81,51.61,51.51,51.95,3987646,5746.46
2018-11-05,52.07,54.11,51.97,51.61,53.97,1279451,1805.03
2018-11-06,53.97,54.44,52.11,51.97,52.78,838219,1169.88
